IL_FUNC_OBJECT_TYPE,IL_SYS_NODE_TYPE,IL_UNIQUE_ID,SYS_INTERNAL_LAST_UPDATED_ON,appIcon,appId,artifactUrl,attributions,audience,board,channel,code,collections,compatibilityLevel,consumerId,contentDisposition,contentEncoding,contentType,createdBy,createdFor,createdOn,creator,description,downloadUrl,framework,gradeLevel,graph_id,idealScreenDensity,idealScreenSize,identifier,keywords,language,lastPublishedBy,lastPublishedOn,lastSubmittedOn,lastUpdatedBy,lastUpdatedOn,license,mediaType,medium,mimeType,name,nodeType,node_id,objectType,os,osId,owner,ownershipType,pkgVersion,posterImage,pragma,prevState,previewUrl,resourceType,s3Key,showNotification,size,status,subject,topic,variants,versionKey,visibility,derived_contentType
Content,DATA_NODE,do_31257982474497228829732,2018-09-03T10:27:19.767+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982474497228829732/artifact/1fadnfe6stkk7dhw2ryuston8mc2z3c2k.thumb.png,prod.diksha.app,https://www.youtube.com/embed/y-RWwehLfdI?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948145709056218124'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:58:57.813+0000,,Contemporary India - I_3_Drainage_The Peninsular Rivers_Krishna River System,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982474497228829732/drainage_the-peninsular-rivers_3_1535970439563_do_31257982474497228829732_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982474497228829732,"['Krishna River', ' Mahabaleshwar', ' Andhra Pradesh', ' Almatti', ' Srisailam Dam', ' Nagarjuna Sagar Dam', ' Fluctuation', ' Satara', ' Karad', ' Sangli', ' Amaravati', ' Vijayawada', ' Bhima', ' Musi', ' Munneru', ' Koyna', ' Panchgana', ' Dudhganga']",['English'],ekstep,2018-09-03T10:27:19.563+0000,,ekstep,2018-09-03T10:27:19.352+0000,,content,English,video/x-youtube,Drainage_The Peninsular Rivers_3,DATA_NODE,575218,Content,['All'],org.ekstep.quiz.app,Unacademy_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982474497228829732/1fadnfe6stkk7dhw2ryuston8mc2z3c2k.png,['external'],Draft,https://www.youtube.com/embed/y-RWwehLfdI?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982474497228829732/drainage_the-peninsular-rivers_3_1535970439563_do_31257982474497228829732_1.0.ecar,,83248.0,Live,Geography,['Drainage In India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982474497228829732/drainage_the-peninsular-rivers_3_1535970439648_do_31257982474497228829732_1.0_spine.ecar', 'size': 83246.0}}",1535970439352,Default,youtube
Content,DATA_NODE,do_31257982520860672029750,2018-09-03T10:27:42.120+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982520860672029750/artifact/1br-vsu7flv9fx0qa2yqjv-ujdopi88fr.thumb.png,prod.diksha.app,https://www.youtube.com/embed/VYATexItwzI?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948146364416118568'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:59:54.409+0000,,Contemporary India - II_1_Resources and Development_Soil as a Resource_Soil as a Resources,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982520860672029750/resources-and-development_soil-as-a-resource_3_1535970461864_do_31257982520860672029750_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982520860672029750,"['Soil', ' Resource', ' Land', ' Degradation', ' Plant', ' Nature', ' Temperature', ' Water', ' Mountain', ' Rock', ' Wind', ' Glacier', ' Mud', ' Organic', ' Inorganic']",['English'],ekstep,2018-09-03T10:27:41.864+0000,,ekstep,2018-09-03T10:27:41.682+0000,,content,English,video/x-youtube,Resources and Development_Soil as a Resource_3,DATA_NODE,575224,Content,['All'],org.ekstep.quiz.app,Pebbles CBSE Board Syllabus_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982520860672029750/1br-vsu7flv9fx0qa2yqjv-ujdopi88fr.png,['external'],Draft,https://www.youtube.com/embed/VYATexItwzI?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982520860672029750/resources-and-development_soil-as-a-resource_3_1535970461864_do_31257982520860672029750_1.0.ecar,,426598.0,Live,Geography,['Resources And Development - India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982520860672029750/resources-and-development_soil-as-a-resource_3_1535970461978_do_31257982520860672029750_1.0_spine.ecar', 'size': 426599.0}}",1535970461682,Default,youtube
,,,2018-09-03T10:24:03.420+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982071943987219799/artifact/1pwszangxp7hskron1k7hujkngil3dp1t.thumb.png,prod.diksha.app,https://www.youtube.com/embed/RWkWwb0_2aQ?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948146135040218142'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:50:46.415+0000,,The Earth : Our Habitat_2_Globe : Latitudes and Longitudes_Important Parallels of Latitudes_Important Parallels of Latitudes,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982071943987219799/globe-latitudes-and-longitudes_important-parallels-of-latitudes_4_1535970243165_do_31257982071943987219799_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982071943987219799,"['Parallel', ' Latitude', ' Axis', ' Earth', ' Degree', ' Plane', ' Orbit', ' Globe', ' Tropic of Cancer', ' North', ' Tropic of Capricorn', ' Antarctic Circle', ' Arctic Circle', ' Equator', ' North Pole', ' South Pole']",['English'],ekstep,2018-09-03T10:24:03.165+0000,,ekstep,2018-09-03T10:24:03.039+0000,,content,English,video/x-youtube,Globe : Latitudes and Longitudes_Important Parallels of Latitudes_4,DATA_NODE,574853,Content,['All'],org.ekstep.quiz.app,EDUBULL_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982071943987219799/1pwszangxp7hskron1k7hujkngil3dp1t.png,['external'],Draft,https://www.youtube.com/embed/RWkWwb0_2aQ?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982071943987219799/globe-latitudes-and-longitudes_important-parallels-of-latitudes_4_1535970243165_do_31257982071943987219799_1.0.ecar,,118653.0,Live,Geography,['Latitudes and Longitudes'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982071943987219799/globe-latitudes-and-longitudes_important-parallels-of-latitudes_4_1535970243256_do_31257982071943987219799_1.0_spine.ecar', 'size': 118652.0}}",1535970243039,Default,youtube
Content,DATA_NODE,do_31257982123384012829554,2018-09-03T10:24:31.834+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982123384012829554/artifact/1mafsvrofpsw_tvhj0pnverb6ygamkbey.thumb.png,ekstep_portal,https://www.youtube.com/embed/XtnDobzNzT8?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:51:49.208+0000,,"Our Environment_1_Environment_Human Environment_Human Environment: Geography - Human Environment - Settlement, Transport and Communication",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982123384012829554/environment_human-environment_1_1535970271524_do_31257982123384012829554_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982123384012829554,"['Natural Surrounding', ' Transportation', ' Communication', ' Settlement', ' Food', ' Shelter', ' Clothing', ' Tree', ' Cave', ' Crop', ' Trade', ' Commerce', ' Home', ' Valley', ' Land', ' Manufacturing', ' Permanent', ' Temporary', ' Deep Forest', ' Desert', ' Cultivation']",['English'],ekstep,2018-09-03T10:24:31.524+0000,,ekstep,2018-09-03T10:24:31.360+0000,,content,English,video/x-youtube,Environment_Human Environment_1,DATA_NODE,574841,Content,['All'],org.ekstep.quiz.app,smartschoolonline_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982123384012829554/1mafsvrofpsw_tvhj0pnverb6ygamkbey.png,['external'],Draft,https://www.youtube.com/embed/XtnDobzNzT8?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982123384012829554/environment_human-environment_1_1535970271524_do_31257982123384012829554_1.0.ecar,,306998.0,Live,Geography,['Environment'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982123384012829554/environment_human-environment_1_1535970271624_do_31257982123384012829554_1.0_spine.ecar', 'size': 306997.0}}",1535970271360,Default,youtube
Content,DATA_NODE,do_31257982155152588819844,2018-09-03T10:24:46.212+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982155152588819844/artifact/10hguwv7zy-jj4sp_jqeltoandiwjxqid.thumb.png,prod.diksha.app,https://www.youtube.com/embed/mR1Q325-Nag?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:52:27.988+0000,,Our Environment_3_Our Changing Earth_Major Land Forms_Work of Wind,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982155152588819844/our-changing-earth_major-land-forms_1_1535970285971_do_31257982155152588819844_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982155152588819844,"['Sand Dune', ' Desert', ' Mushroom Rock', ' Loess', ' China', ' Wind', ' China']",['English'],ekstep,2018-09-03T10:24:45.970+0000,,ekstep,2018-09-03T10:24:45.846+0000,,content,English,video/x-youtube,Our Changing Earth_Major Land Forms_1,DATA_NODE,574939,Content,['All'],org.ekstep.quiz.app,CBSE_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982155152588819844/10hguwv7zy-jj4sp_jqeltoandiwjxqid.png,['external'],Draft,https://www.youtube.com/embed/mR1Q325-Nag?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982155152588819844/our-changing-earth_major-land-forms_1_1535970285971_do_31257982155152588819844_1.0.ecar,,76725.0,Live,Geography,['Earth Movements'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982155152588819844/our-changing-earth_major-land-forms_1_1535970286101_do_31257982155152588819844_1.0_spine.ecar', 'size': 76727.0}}",1535970285846,Default,youtube
Content,DATA_NODE,do_31257982494960844819982,2018-09-03T10:27:28.551+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982494960844819982/artifact/1u0qgayynvmxwn0sqmneang3cn7mtstvj.thumb.png,prod.diksha.app,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982494960844819982/artifact/1euvijvz1uk7u6li5ttaucicdmwy5bymm_1535623163211.pdf,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948146339840118555'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,inline,identity,Resource,9480,['ncert'],2018-08-30T09:59:22.793+0000,,Contemporary India - II_1_Resources and Development_Types of Resources_Renewable Resource,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982494960844819982/resources-and-development_types-of-resources_1_1535970448300_do_31257982494960844819982_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982494960844819982,"['Renewable Resource', ' Natural Resource', ' Resource', ' Depletion', ' Consumption', ' Biological Reproduction', ' Natural Environment', ' Ecosphere', ' Sustainable Agriculture', ' Water Resource', ' Solar', ' Geothermal', ' Wind Power']",['English'],ekstep,2018-09-03T10:27:28.300+0000,,ekstep,2018-09-03T10:27:28.097+0000,,content,English,application/pdf,Resources and Development_Types of Resources_1,DATA_NODE,575203,Content,['All'],org.ekstep.quiz.app,Poulami Paul_www.wikipedia.org,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982494960844819982/1u0qgayynvmxwn0sqmneang3cn7mtstvj.png,['external'],Draft,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982494960844819982/artifact/1euvijvz1uk7u6li5ttaucicdmwy5bymm_1535623163211.pdf,Learn,ecar_files/do_31257982494960844819982/resources-and-development_types-of-resources_1_1535970448300_do_31257982494960844819982_1.0.ecar,,673708.0,Live,Geography,['Resources And Development - India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982494960844819982/resources-and-development_types-of-resources_1_1535970448434_do_31257982494960844819982_1.0_spine.ecar', 'size': 116591.0}}",1535970448097,Default,pdf
Content,DATA_NODE,do_31257982320252518419908,2018-09-03T10:26:04.507+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982320252518419908/artifact/1ag5o_7dqizsst9o50ycdhrpvxwrsl2t4.thumb.png,prod.diksha.app,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982320252518419908/artifact/1ckfcnarl1jz8ips9oeuzslp7fwog_fom_1535622949893.pdf,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,inline,identity,Resource,9480,['ncert'],2018-08-30T09:55:49.526+0000,,Resources and Development_3_Mineral and Power Resources_Distribution in India_Limestone,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982320252518419908/mineral-and-power-resources_distribution-in-india_1_1535970364017_do_31257982320252518419908_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982320252518419908,"['Limestone', ' Sedimentary Rock', ' Coral', ' Foram', ' Mollusc', ' Bihar', ' Jharkhand', ' Odisha', ' Madhya Pradesh', ' Chhattisgarh', ' Rajasthan', ' Gujarat', ' Tamil Nadu', ' Quarrying', ' Limestone']",['English'],ekstep,2018-09-03T10:26:04.017+0000,,ekstep,2018-09-03T10:26:03.821+0000,,content,English,application/pdf,Mineral and Power Resources_Distribution in India_1,DATA_NODE,575040,Content,['All'],org.ekstep.quiz.app,Poulami Paul_www.wikipedia.org,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982320252518419908/1ag5o_7dqizsst9o50ycdhrpvxwrsl2t4.png,['external'],Draft,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982320252518419908/artifact/1ckfcnarl1jz8ips9oeuzslp7fwog_fom_1535622949893.pdf,Learn,ecar_files/do_31257982320252518419908/mineral-and-power-resources_distribution-in-india_1_1535970364017_do_31257982320252518419908_1.0.ecar,,617024.0,Live,Geography,['Mineral and Power Resources'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982320252518419908/mineral-and-power-resources_distribution-in-india_1_1535970364414_do_31257982320252518419908_1.0_spine.ecar', 'size': 163804.0}}",1535970363821,Default,pdf
Content,DATA_NODE,do_31257982557404364829772,2018-09-03T10:27:59.378+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982557404364829772/artifact/1q3unwxf1yb2lytm7zdro9j2sztv8oamh.thumb.png,prod.diksha.app,https://www.youtube.com/embed/VmLYUwtR1lk?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,['do_312588948146380800118580'],4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T10:00:39.018+0000,,Contemporary India - II_2_Forest and Wildlife Resources_Conservation of Forest and Wildlife in India_Conservation of Forest and Wildlife,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982557404364829772/forest-and-wildlife-resources_conservation-of-forest-and-wildlife-in-india_2_1535970479097_do_31257982557404364829772_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982557404364829772,"['Conservation', ' Forest', ' Wildlife', ' Life', ' Government', ' National Park', ' Wildlife Sanctuary', ' Endangered', ' Animal', ' Skin', ' National Park', ' Bird', ' Tree', ' Afforestation', ' Monsoon', ' Sapling', ' Plant']",['English'],ekstep,2018-09-03T10:27:59.097+0000,,ekstep,2018-09-03T10:27:58.916+0000,,content,English,video/x-youtube,Forest and Wildlife Resources_Conservation of Forest and Wildlife in India_2,DATA_NODE,575278,Content,['All'],org.ekstep.quiz.app,Goyal Brothers Prakashan_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982557404364829772/1q3unwxf1yb2lytm7zdro9j2sztv8oamh.png,['external'],Draft,https://www.youtube.com/embed/VmLYUwtR1lk?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982557404364829772/forest-and-wildlife-resources_conservation-of-forest-and-wildlife-in-india_2_1535970479097_do_31257982557404364829772_1.0.ecar,,266874.0,Live,Geography,['Forest And Wildlife Resources In India'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982557404364829772/forest-and-wildlife-resources_conservation-of-forest-and-wildlife-in-india_2_1535970479218_do_31257982557404364829772_1.0_spine.ecar', 'size': 266874.0}}",1535970478916,Default,youtube
Content,DATA_NODE,do_31257982138935705629562,2018-09-03T10:24:39.694+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982138935705629562/artifact/1bn2iexityamwmxtisivi-mngdz-mcwtl.thumb.png,prod.diksha.app,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982138935705629562/artifact/1ajtkvmasb5prsc73lxkbqt9a7rw-tpx9_1535622728842.pdf,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,inline,identity,Resource,9480,['ncert'],2018-08-30T09:52:08.193+0000,,Our Environment_3_Our Changing Earth_Earthquake_Earthquake,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982138935705629562/our-changing-earth_earthquake_2_1535970279343_do_31257982138935705629562_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982138935705629562,"['Earthquake', ' Richter Scale', ' Destruction', ' Quake Zone', ' Centre', ' Magma', ' Tectonic Plate', ' Seismic Activity']",['English'],ekstep,2018-09-03T10:24:39.342+0000,,ekstep,2018-09-03T10:24:39.101+0000,,content,English,application/pdf,Our Changing Earth_Earthquake_2,DATA_NODE,574883,Content,['All'],org.ekstep.quiz.app,Poulami Paul_www.wikipedia.org,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982138935705629562/1bn2iexityamwmxtisivi-mngdz-mcwtl.png,['external'],Draft,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982138935705629562/artifact/1ajtkvmasb5prsc73lxkbqt9a7rw-tpx9_1535622728842.pdf,Learn,ecar_files/do_31257982138935705629562/our-changing-earth_earthquake_2_1535970279343_do_31257982138935705629562_1.0.ecar,,1276337.0,Live,Geography,['Earth Movements'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982138935705629562/our-changing-earth_earthquake_2_1535970279547_do_31257982138935705629562_1.0_spine.ecar', 'size': 327357.0}}",1535970279101,Default,pdf
,,,2018-09-03T10:25:37.429+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982265895321629631/artifact/1ujfn__bju7g1c9zdvyuo1cdrsl8gxl62.thumb.png,prod.diksha.app,https://www.youtube.com/embed/NGuKufvQw8c?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:54:43.172+0000,,"Resources and Development_2_Land, Soil, Water, Natural Vegetation and Wildlife Resources_Factors of Soil Formation_Soil Formation",https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982265895321629631/land-soil-water-natural-vegetation-and-wildlife-resources_factors-of-soil-formation_2_1535970337173_do_31257982265895321629631_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982265895321629631,"['Water', ' Wind', ' Ice', ' Rocks', ' Soil', ' Parent Rock', ' Climatic Factor', ' Topography', ' Organic Material', ' Relief', ' Time', ' Flora', ' Fauna', ' Micro Organism', ' Soil Formation', ' Social Science', ' Geography', '']",['English'],ekstep,2018-09-03T10:25:37.173+0000,,ekstep,2018-09-03T10:25:37.008+0000,,content,English,video/x-youtube,"Land, Soil, Water, Natural Vegetation and Wildlife Resources_Factors of Soil Formation_2",DATA_NODE,575002,Content,['All'],org.ekstep.quiz.app,CBSE_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982265895321629631/1ujfn__bju7g1c9zdvyuo1cdrsl8gxl62.png,['external'],Draft,https://www.youtube.com/embed/NGuKufvQw8c?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982265895321629631/land-soil-water-natural-vegetation-and-wildlife-resources_factors-of-soil-formation_2_1535970337173_do_31257982265895321629631_1.0.ecar,,239122.0,Live,Geography,['Land; Soil; Water; Natural Vegetation and Wildlife Resources'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982265895321629631/land-soil-water-natural-vegetation-and-wildlife-resources_factors-of-soil-formation_2_1535970337295_do_31257982265895321629631_1.0_spine.ecar', 'size': 239123.0}}",1535970337008,Default,youtube
Content,DATA_NODE,do_31257982326483353619910,2018-09-03T10:26:07.193+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982326483353619910/artifact/1glxu3qxsiewxeuqxqjxdwx2uqq-hu6d4.thumb.png,prod.diksha.app,https://www.youtube.com/embed/yKjdllbFimA?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:55:57.132+0000,,Resources and Development_3_Mineral and Power Resources_Uses of Minerals_Uses of Minerals,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982326483353619910/mineral-and-power-resources_uses-of-minerals_1_1535970366825_do_31257982326483353619910_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982326483353619910,"['Use', ' Mine', ' Diamond', ' Ruby', ' Emerald', ' Sapphire', ' Amethyst', ' Amber', ' Mineral', ' Copper', ' Jewellery', ' Silicon', ' Aluminium', ' Bottling Industry', ' Ore Bauxite', ' Automobile', ' Airplane', ' Kitchen Cookware', ' Social Science', ' Geography']",['English'],ekstep,2018-09-03T10:26:06.825+0000,,ekstep,2018-09-03T10:26:06.596+0000,,content,English,video/x-youtube,Mineral and Power Resources_Uses of Minerals_1,DATA_NODE,574990,Content,['All'],org.ekstep.quiz.app,Flexiguru_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982326483353619910/1glxu3qxsiewxeuqxqjxdwx2uqq-hu6d4.png,['external'],Draft,https://www.youtube.com/embed/yKjdllbFimA?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982326483353619910/mineral-and-power-resources_uses-of-minerals_1_1535970366825_do_31257982326483353619910_1.0.ecar,,525417.0,Live,Geography,['Mineral and Power Resources'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982326483353619910/mineral-and-power-resources_uses-of-minerals_1_1535970366990_do_31257982326483353619910_1.0_spine.ecar', 'size': 525419.0}}",1535970366596,Default,youtube
Content,DATA_NODE,do_31257982308181606419902,2018-09-03T10:25:58.419+0000,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/content/do_31257982308181606419902/artifact/18alq0mfyep_44e2cbrpv6wmmfdgcpvwy.thumb.png,prod.diksha.app,https://www.youtube.com/embed/BuQvBuUTIjA?autoplay=1&enablejsapi=1,,['Learner'],CBSE,in.ekstep,ekstep,,4,3961fd1a-48dd-4993-bbc4-766cd1a7556d,online,identity,Resource,9480,['ncert'],2018-08-30T09:55:34.791+0000,,Resources and Development_3_Mineral and Power Resources_Distribution in India_Where are the Largest Iron Ore Deposits in India,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982308181606419902/mineral-and-power-resources_distribution-in-india_3_1535970358155_do_31257982308181606419902_1.0.ecar,ekstep_ncert_k-12,Class 8,domain,hdpi,normal,do_31257982308181606419902,"['Iron Ore', ' Jharkhand', ' Odisha', ' Chhattisgarh', ' Madhya Pradesh', ' Goa', ' Maharashtra', ' Karnataka']",['English'],ekstep,2018-09-03T10:25:58.155+0000,,ekstep,2018-09-03T10:25:58.001+0000,,content,English,video/x-youtube,Mineral and Power Resources_Distribution in India_3,DATA_NODE,574989,Content,['All'],org.ekstep.quiz.app,Amit Sengupta_www.youtube.com,,1.0,https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/assets/do_31257982308181606419902/18alq0mfyep_44e2cbrpv6wmmfdgcpvwy.png,['external'],Draft,https://www.youtube.com/embed/BuQvBuUTIjA?autoplay=1&enablejsapi=1,Learn,ecar_files/do_31257982308181606419902/mineral-and-power-resources_distribution-in-india_3_1535970358155_do_31257982308181606419902_1.0.ecar,,212472.0,Live,Geography,['Mineral and Power Resources'],"{'spine': {'ecarUrl': 'https://ekstep-public-prod.s3-ap-south-1.amazonaws.com/ecar_files/do_31257982308181606419902/mineral-and-power-resources_distribution-in-india_3_1535970358252_do_31257982308181606419902_1.0_spine.ecar', 'size': 212471.0}}",1535970358001,Default,youtube
